Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt
1,Marvin Harrison*\HarrMa00,2002,30,1-19,IND,NFL,16,16,205,143,1722,12.04,11,107.6,69.8%,8.40
2,Antonio Brown\BrowAn04,2015,27,6-195,PIT,NFL,16,16,193,136,1834,13.49,10,114.6,70.5%,9.50
3,Julio Jones\JoneJu02,2015,26,1-6,ATL,NFL,16,16,203,136,1871,13.76,8,116.9,67.0%,9.22
4,Antonio Brown\BrowAn04,2014,26,6-195,PIT,NFL,16,16,181,129,1698,13.16,13,106.1,71.3%,9.38
5,Wes Welker\WelkWe00,2009,28,,NWE,NFL,14,13,162,123,1348,10.96,4,96.3,75.9%,8.32
6,Calvin Johnson\JohnCa00,2012,27,1-2,DET,NFL,16,16,204,122,1964,16.10,5,122.8,59.8%,9.63
7,Wes Welker\WelkWe00,2011,30,,NWE,NFL,16,15,173,122,1569,12.86,9,98.1,70.5%,9.07
8,Brandon Marshall\MarsBr00,2012,28,4-119,CHI,NFL,16,16,192,118,1508,12.78,11,94.3,61.5%,7.85
9,Wes Welker\WelkWe00,2012,31,,NWE,NFL,16,12,174,118,1354,11.47,6,84.6,67.8%,7.78
10,Torry Holt\HoltTo00,2003,27,1-6,STL,NFL,16,15,183,117,1696,14.50,12,106.0,63.9%,9.27
11,Andre Johnson\JohnAn02,2008,27,1-3,HOU,NFL,16,16,171,115,1575,13.70,8,98.4,67.3%,9.21
12,Roddy White\WhitRo00,2010,29,1-27,ATL,NFL,16,16,179,115,1389,12.08,10,86.8,64.2%,7.76
13,Pierre Garcon\GarcPi00,2013,27,6-205,WAS,NFL,16,16,181,113,1346,11.91,5,84.1,62.4%,7.44
14,Rod Smith\SmitRo01,2001,31,,DEN,NFL,15,14,172,113,1343,11.88,11,89.5,65.7%,7.81
15,T.J. Houshmandzadeh\HousTJ00,2007,30,7-204,CIN,NFL,16,15,169,112,1143,10.21,12,71.4,66.3%,6.76
16,Andre Johnson\JohnAn02,2012,31,1-3,HOU,NFL,16,16,162,112,1598,14.27,4,99.9,69.1%,9.86
17,Jarvis Landry\LandJa00,2017,25,2-63,MIA,NFL,16,16,161,112,987,8.81,9,61.7,69.6%,6.13
18,Jimmy Smith\SmitJi00,2001,32,2-36,JAX,NFL,16,16,176,112,1373,12.26,8,85.8,63.6%,7.80
19,Hines Ward\WardHi00,2002,26,3-92,PIT,NFL,16,16,160,112,1329,11.87,12,83.1,70.0%,8.31
20,Wes Welker\WelkWe00,2007,26,,NWE,NFL,16,13,145,112,1175,10.49,8,73.4,77.2%,8.10
21,DeAndre Hopkins\HopkDe00,2015,23,1-27,HOU,NFL,16,16,192,111,1521,13.70,11,95.1,57.8%,7.92
22,Randy Moss*\MossRa00,2003,26,1-21,MIN,NFL,16,16,172,111,1632,14.70,17,102.0,64.5%,9.49
23,Demaryius Thomas\ThomDe03,2014,27,1-22,DEN,NFL,16,16,184,111,1619,14.59,11,101.2,60.3%,8.80
24,Reggie Wayne\WaynRe00,2010,32,1-30,IND,NFL,16,16,175,111,1355,12.21,6,84.7,63.4%,7.74
25,Wes Welker\WelkWe00,2008,27,,NWE,NFL,16,14,149,111,1165,10.50,3,72.8,74.5%,7.82
26,Antonio Brown\BrowAn04,2013,25,6-195,PIT,NFL,16,14,167,110,1499,13.63,8,93.7,65.9%,8.98
27,Jarvis Landry\LandJa00,2015,23,2-63,MIA,NFL,16,14,166,110,1157,10.52,4,72.3,66.3%,6.97
28,Larry Fitzgerald\FitzLa00,2015,32,1-3,ARI,NFL,16,16,145,109,1215,11.15,9,75.9,75.2%,8.38
29,Larry Fitzgerald\FitzLa00,2017,34,1-3,ARI,NFL,16,16,161,109,1156,10.61,6,72.3,67.7%,7.18
30,Marvin Harrison*\HarrMa00,2001,29,1-19,IND,NFL,16,16,164,109,1524,13.98,15,95.3,66.5%,9.29
31,Andre Johnson\JohnAn02,2013,32,1-3,HOU,NFL,16,16,181,109,1407,12.91,5,87.9,60.2%,7.77
32,Brandon Marshall\MarsBr00,2015,31,4-119,NYJ,NFL,16,16,173,109,1502,13.78,14,93.9,63.0%,8.68
33,Larry Fitzgerald\FitzLa00,2016,33,1-3,ARI,NFL,16,16,150,107,1023,9.56,6,63.9,71.3%,6.82
34,Steve Smith\SmitSt02,2009,24,2-51,NYG,NFL,16,15,157,107,1220,11.40,7,76.3,68.2%,7.77
35,Antonio Brown\BrowAn04,2016,28,6-195,PIT,NFL,15,15,154,106,1284,12.11,12,85.6,68.8%,8.34
36,Keyshawn Johnson\JohnKe00,2001,29,1-1,TAM,NFL,15,15,180,106,1266,11.94,1,84.4,58.9%,7.03
37,Randy Moss*\MossRa00,2002,25,1-21,MIN,NFL,16,16,185,106,1347,12.71,7,84.2,57.3%,7.28
38,Reggie Wayne\WaynRe00,2012,34,1-30,IND,NFL,16,15,195,106,1355,12.78,5,84.7,54.4%,6.95
39,Julian Edelman\EdelJu00,2013,27,7-232,NWE,NFL,16,11,151,105,1056,10.06,6,66.0,69.5%,6.99
40,Demaryius Thomas\ThomDe03,2015,28,1-22,DEN,NFL,16,16,177,105,1304,12.42,6,81.5,59.3%,7.37
41,Julio Jones\JoneJu02,2014,25,1-6,ATL,NFL,15,15,163,104,1593,15.32,6,106.2,63.8%,9.77
42,Brandon Marshall\MarsBr00,2008,24,4-119,DEN,NFL,15,15,181,104,1265,12.16,6,84.3,57.5%,6.99
43,Michael Thomas\ThomMi05,2017,24,2-47,NOR,NFL,16,14,149,104,1245,11.97,5,77.8,69.8%,8.36
44,Reggie Wayne\WaynRe00,2007,29,1-30,IND,NFL,16,16,156,104,1510,14.52,10,94.4,66.7%,9.68
45,Larry Fitzgerald\FitzLa00,2005,22,1-3,ARI,NFL,16,16,165,103,1409,13.68,10,88.1,62.4%,8.54
46,Andre Johnson\JohnAn02,2006,25,1-3,HOU,NFL,16,16,163,103,1147,11.14,5,71.7,63.2%,7.04
47,Derrick Mason\MasoDe00,2007,33,4-98,BAL,NFL,16,16,164,103,1087,10.55,5,67.9,62.8%,6.63
48,Steve Smith\SmitSt01,2005,26,3-74,CAR,NFL,16,16,150,103,1563,15.17,12,97.7,68.7%,10.42
49,Keenan Allen\AlleKe00,2017,25,3-76,LAC,NFL,16,15,159,102,1393,13.66,6,87.1,64.2%,8.76
50,Anquan Boldin\BoldAn00,2005,25,2-54,ARI,NFL,14,14,171,102,1402,13.75,7,100.1,59.6%,8.20
51,Marvin Harrison*\HarrMa00,2000,28,1-19,IND,NFL,16,16,169,102,1413,13.85,14,88.3,60.4%,8.36
52,Torry Holt\HoltTo00,2005,29,1-6,STL,NFL,14,14,163,102,1331,13.05,9,95.1,62.6%,8.17
53,Brandon Marshall\MarsBr00,2007,23,4-119,DEN,NFL,16,16,170,102,1325,12.99,7,82.8,60.0%,7.79
54,Muhsin Muhammad\MuhaMu00,2000,27,2-43,CAR,NFL,16,16,156,102,1183,11.60,6,73.9,65.4%,7.58
55,Odell Beckham\BeckOd00,2016,24,1-12,NYG,NFL,16,16,169,101,1367,13.53,10,85.4,59.8%,8.09
56,Anquan Boldin\BoldAn00,2003,23,2-54,ARI,NFL,16,16,165,101,1377,13.63,8,86.1,61.2%,8.35
57,Antonio Brown\BrowAn04,2017,29,6-195,PIT,NFL,14,14,163,101,1533,15.18,9,109.5,62.0%,9.40
58,Troy Brown\BrowTr00,2001,30,8-198,NWE,NFL,16,13,142,101,1199,11.87,5,74.9,71.1%,8.44
59,Andre Johnson\JohnAn02,2009,28,1-3,HOU,NFL,16,16,171,101,1569,15.53,9,98.1,59.1%,9.18
60,Brandon Marshall\MarsBr00,2009,25,4-119,DEN,NFL,15,13,154,101,1120,11.09,10,74.7,65.6%,7.27
61,Ed McCaffrey\McCaEd00,2000,32,3-83,DEN,NFL,16,16,149,101,1317,13.04,9,82.3,67.8%,8.84
62,Emmanuel Sanders\SandEm00,2014,27,3-82,DEN,NFL,16,16,141,101,1404,13.90,9,87.8,71.6%,9.96
63,Marty Booker\BookMa00,2001,25,3-78,CHI,NFL,16,16,157,100,1071,10.71,8,66.9,63.7%,6.82
64,Larry Fitzgerald\FitzLa00,2007,24,1-3,ARI,NFL,15,15,167,100,1409,14.09,10,93.9,59.9%,8.44
65,Brandon Marshall\MarsBr00,2013,29,4-119,CHI,NFL,16,16,164,100,1295,12.95,12,80.9,61.0%,7.90
66,Eric Moulds\MoulEr00,2002,29,1-24,BUF,NFL,16,15,180,100,1292,12.92,10,80.8,55.6%,7.18
67,Terrell Owens*\OwenTe00,2002,29,3-89,SFO,NFL,14,14,159,100,1300,13.00,13,92.9,62.9%,8.18
68,Rod Smith\SmitRo01,2000,30,,DEN,NFL,16,16,173,100,1602,16.02,8,100.1,57.8%,9.26
69,Reggie Wayne\WaynRe00,2009,31,1-30,IND,NFL,16,16,149,100,1264,12.64,10,79.0,67.1%,8.48
70,Roddy White\WhitRo00,2011,30,1-27,ATL,NFL,16,16,180,100,1296,12.96,8,81.0,55.6%,7.20
71,Golden Tate\TateGo00,2014,26,2-60,DET,NFL,16,16,144,99,1331,13.44,4,83.2,68.8%,9.24
72,David Boston\BostDa00,2001,23,1-8,ARI,NFL,16,15,175,98,1598,16.31,8,99.9,56.0%,9.13
73,Marques Colston\ColsMa00,2007,24,7-252,NOR,NFL,16,14,143,98,1202,12.27,11,75.1,68.5%,8.41
74,Julian Edelman\EdelJu00,2016,30,7-232,NWE,NFL,16,13,159,98,1106,11.29,3,69.1,61.6%,6.96
75,Mike Furrey\FurrMi00,2006,29,,DET,NFL,16,14,146,98,1086,11.08,6,67.9,67.1%,7.44
76,A.J. Green\GreeA.00,2013,25,1-4,CIN,NFL,16,16,178,98,1426,14.55,11,89.1,55.1%,8.01
77,Randy Moss*\MossRa00,2007,30,1-21,NWE,NFL,16,16,160,98,1493,15.23,23,93.3,61.3%,9.33
78,Jordy Nelson\NelsJo00,2014,29,2-36,GNB,NFL,16,16,151,98,1519,15.50,13,94.9,64.9%,10.06
79,Marty Booker\BookMa00,2002,26,3-78,CHI,NFL,16,16,168,97,1189,12.26,6,74.3,57.7%,7.08
80,Troy Brown\BrowTr00,2002,31,8-198,NWE,NFL,14,13,141,97,890,9.18,3,63.6,68.8%,6.31
81,Larry Fitzgerald\FitzLa00,2009,26,1-3,ARI,NFL,16,16,153,97,1092,11.26,13,68.3,63.4%,7.14
82,A.J. Green\GreeA.00,2012,24,1-4,CIN,NFL,16,16,164,97,1350,13.92,11,84.4,59.1%,8.23
83,Chad Johnson\JohnCh01,2005,27,2-36,CIN,NFL,16,16,155,97,1432,14.76,9,89.5,62.6%,9.24
84,Jordy Nelson\NelsJo00,2016,31,2-36,GNB,NFL,16,16,152,97,1257,12.96,14,78.6,63.8%,8.27
85,Terrell Owens*\OwenTe00,2000,27,3-89,SFO,NFL,14,13,146,97,1451,14.96,13,103.6,66.4%,9.94
86,Odell Beckham\BeckOd00,2015,23,1-12,NYG,NFL,15,15,158,96,1450,15.10,13,96.7,60.8%,9.18
87,Cris Carter*\CartCr00,2000,35,4-3,MIN,NFL,16,16,161,96,1274,13.27,9,79.6,59.6%,7.91
88,Mike Evans\EvanMi00,2016,23,1-7,TAM,NFL,16,16,173,96,1321,13.76,12,82.6,55.5%,7.64
89,Larry Fitzgerald\FitzLa00,2008,25,1-3,ARI,NFL,16,16,154,96,1431,14.91,12,89.4,62.3%,9.29
90,DeAndre Hopkins\HopkDe00,2017,25,1-27,HOU,NFL,15,15,174,96,1378,14.35,13,91.9,55.2%,7.92
91,Calvin Johnson\JohnCa00,2011,26,1-2,DET,NFL,16,16,158,96,1681,17.51,16,105.1,60.8%,10.64
92,Derrick Mason\MasoDe00,2004,30,4-98,TEN,NFL,16,16,158,96,1168,12.17,7,73.0,60.8%,7.39
93,Marvin Harrison*\HarrMa00,2006,34,1-19,IND,NFL,16,16,148,95,1366,14.38,12,85.4,64.2%,9.23
94,Chad Johnson\JohnCh01,2004,26,2-36,CIN,NFL,16,16,170,95,1274,13.41,9,79.6,55.9%,7.49
95,Derrick Mason\MasoDe00,2003,29,4-98,TEN,NFL,16,16,133,95,1303,13.72,8,81.4,71.4%,9.80
96,Hines Ward\WardHi00,2009,33,3-92,PIT,NFL,16,16,137,95,1167,12.28,6,72.9,69.3%,8.52
97,Hines Ward\WardHi00,2003,27,3-92,PIT,NFL,16,16,156,95,1163,12.24,10,72.7,60.9%,7.46
98,Doug Baldwin\BaldDo00,2016,28,,SEA,NFL,16,15,125,94,1128,12.00,7,70.5,75.2%,9.02
99,Bobby Engram\EngrBo00,2007,34,2-52,SEA,NFL,16,13,134,94,1147,12.20,6,71.7,70.1%,8.56
100,Marvin Harrison*\HarrMa00,2003,31,1-19,IND,NFL,15,15,142,94,1272,13.53,10,84.8,66.2%,8.96
101,Torry Holt\HoltTo00,2004,28,1-6,STL,NFL,16,16,135,94,1372,14.60,10,85.8,69.6%,10.16
102,Joe Horn\HornJo00,2000,28,5-135,NOR,NFL,16,16,151,94,1340,14.26,8,83.8,62.3%,8.87
103,Joe Horn\HornJo00,2004,32,5-135,NOR,NFL,16,16,153,94,1399,14.88,11,87.4,61.4%,9.14
104,Jarvis Landry\LandJa00,2016,24,2-63,MIA,NFL,16,16,131,94,1136,12.09,4,71.0,71.8%,8.67
105,Keenan McCardell\McCaKe00,2000,30,12-326,JAX,NFL,16,16,140,94,1207,12.84,5,75.4,67.1%,8.62
106,Eric Moulds\MoulEr00,2000,27,1-24,BUF,NFL,16,16,164,94,1326,14.11,5,82.9,57.3%,8.09
107,Peerless Price\PricPe00,2002,26,2-53,BUF,NFL,16,16,148,94,1252,13.32,9,78.3,63.5%,8.46
108,Demaryius Thomas\ThomDe03,2012,25,1-22,DEN,NFL,16,16,143,94,1434,15.26,10,89.6,65.7%,10.03
109,Hines Ward\WardHi00,2001,25,3-92,PIT,NFL,16,16,145,94,1003,10.67,4,62.7,64.8%,6.92
110,Kendall Wright\WrigKe01,2013,24,1-20,TEN,NFL,16,12,139,94,1079,11.48,2,67.4,67.6%,7.76
111,Dez Bryant\BryaDe01,2013,25,1-24,DAL,NFL,16,16,159,93,1233,13.26,13,77.1,58.5%,7.75
112,Torry Holt\HoltTo00,2006,30,1-6,STL,NFL,16,16,179,93,1188,12.77,10,74.3,52.0%,6.64
113,Torry Holt\HoltTo00,2007,31,1-6,STL,NFL,16,16,149,93,1189,12.78,7,74.3,62.4%,7.98
114,Chad Johnson\JohnCh01,2007,29,2-36,CIN,NFL,16,16,161,93,1440,15.48,8,90.0,57.8%,8.94
115,Keenan McCardell\McCaKe00,2001,31,12-326,JAX,NFL,16,16,145,93,1110,11.94,6,69.4,64.1%,7.66
116,Santana Moss\MossSa00,2010,31,1-16,WAS,NFL,16,16,145,93,1115,11.99,6,69.7,64.1%,7.69
117,Muhsin Muhammad\MuhaMu00,2004,31,2-43,CAR,NFL,16,16,160,93,1405,15.11,16,87.8,58.1%,8.78
118,Terrell Owens*\OwenTe00,2001,28,3-89,SFO,NFL,16,16,155,93,1412,15.18,16,88.3,60.0%,9.11
119,Dez Bryant\BryaDe01,2012,24,1-24,DAL,NFL,16,14,138,92,1382,15.02,12,86.4,66.7%,10.01
120,Donald Driver\DrivDo00,2006,31,7-213,GNB,NFL,16,16,173,92,1295,14.08,8,80.9,53.2%,7.49
121,Julian Edelman\EdelJu00,2014,28,7-232,NWE,NFL,14,13,134,92,972,10.57,4,69.4,68.7%,7.25
122,T.J. Houshmandzadeh\HousTJ00,2008,31,7-204,CIN,NFL,15,15,137,92,904,9.83,4,60.3,67.2%,6.60
123,Jerry Rice*\RiceJe00,2002,40,1-16,OAK,NFL,16,16,150,92,1211,13.16,7,75.7,61.3%,8.07
124,Golden Tate\TateGo00,2017,29,2-60,DET,NFL,16,12,120,92,1003,10.90,5,62.7,76.7%,8.36
125,Demaryius Thomas\ThomDe03,2013,26,1-22,DEN,NFL,16,16,142,92,1430,15.54,14,89.4,64.8%,10.07
126,Michael Thomas\ThomMi05,2016,23,2-47,NOR,NFL,15,12,121,92,1137,12.36,9,75.8,76.0%,9.40
127,Roddy White\WhitRo00,2012,31,1-27,ATL,NFL,16,15,142,92,1351,14.68,7,84.4,64.8%,9.51
128,Odell Beckham\BeckOd00,2014,22,1-12,NYG,NFL,12,11,130,91,1305,14.34,12,108.8,70.0%,10.04
129,Tim Brown*\BrowTi00,2001,35,1-6,OAK,NFL,16,16,140,91,1165,12.80,9,72.8,65.0%,8.32
130,Randall Cobb\CobbRa00,2014,24,2-64,GNB,NFL,16,16,127,91,1287,14.14,12,80.4,71.7%,10.13
131,Laveranues Coles\ColeLa00,2006,29,3-78,NYJ,NFL,16,16,152,91,1098,12.07,6,68.6,59.9%,7.22
132,T.Y. Hilton\HiltT.00,2016,27,3-92,IND,NFL,16,16,155,91,1448,15.91,6,90.5,58.7%,9.34
133,Torry Holt\HoltTo00,2002,26,1-6,STL,NFL,16,11,160,91,1302,14.31,4,81.4,56.9%,8.14
134,Eddie Royal\RoyaEd00,2008,22,2-42,DEN,NFL,15,15,129,91,980,10.77,5,65.3,70.5%,7.60
135,Jimmy Smith\SmitJi00,2000,31,2-36,JAX,NFL,15,14,145,91,1213,13.33,8,80.9,62.8%,8.37
136,Golden Tate\TateGo00,2016,28,2-60,DET,NFL,16,16,135,91,1077,11.84,4,67.3,67.4%,7.98
137,Adam Thielen\ThieAd00,2017,27,,MIN,NFL,16,16,142,91,1276,14.02,4,79.8,64.1%,8.99
138,Laveranues Coles\ColeLa00,2004,27,3-78,WAS,NFL,16,16,168,90,950,10.56,1,59.4,53.6%,5.65
139,Larry Fitzgerald\FitzLa00,2010,27,1-3,ARI,NFL,16,15,173,90,1137,12.63,6,71.1,52.0%,6.57
140,T.J. Houshmandzadeh\HousTJ00,2006,29,7-204,CIN,NFL,14,13,132,90,1081,12.01,9,77.2,68.2%,8.19
141,Chad Johnson\JohnCh01,2003,25,2-36,CIN,NFL,16,14,154,90,1355,15.06,10,84.7,58.4%,8.80
142,Golden Tate\TateGo00,2015,27,2-60,DET,NFL,16,16,128,90,813,9.03,6,50.8,70.3%,6.35
143,Demaryius Thomas\ThomDe03,2016,29,1-22,DEN,NFL,16,16,144,90,1083,12.03,5,67.7,62.5%,7.52
144,Anquan Boldin\BoldAn00,2008,28,2-54,ARI,NFL,12,11,127,89,1038,11.66,11,86.5,70.1%,8.17
145,Isaac Bruce\BrucIs00,2004,32,2-33,STL,NFL,16,16,148,89,1292,14.52,6,80.8,60.1%,8.73
146,Laveranues Coles\ColeLa00,2002,25,3-78,NYJ,NFL,16,16,134,89,1264,14.20,5,79.0,66.4%,9.43
147,Michael Crabtree\CrabMi00,2016,29,1-10,OAK,NFL,16,16,145,89,1003,11.27,8,62.7,61.4%,6.92
148,Alshon Jeffery\JeffAl00,2013,23,2-45,CHI,NFL,16,14,148,89,1421,15.97,7,88.8,60.1%,9.60
149,Rod Smith\SmitRo01,2002,32,,DEN,NFL,16,16,147,89,1027,11.54,5,64.2,60.5%,6.99
150,Javon Walker\WalkJa00,2004,26,1-20,GNB,NFL,16,12,144,89,1382,15.53,12,86.4,61.8%,9.60
151,Dez Bryant\BryaDe01,2014,26,1-24,DAL,NFL,16,16,136,88,1320,15.00,16,82.5,64.7%,9.71
152,Reggie Bush\BushRe00,2006,21,1-2,NOR,NFL,16,8,121,88,742,8.43,2,46.4,72.7%,6.13
153,Joe Horn\HornJo00,2002,30,5-135,NOR,NFL,16,16,149,88,1312,14.91,7,82.0,59.1%,8.81
154,Calvin Johnson\JohnCa00,2015,30,1-2,DET,NFL,16,16,149,88,1214,13.80,9,75.9,59.1%,8.15
155,Julio Jones\JoneJu02,2017,28,1-6,ATL,NFL,16,16,148,88,1444,16.41,3,90.3,59.5%,9.76
156,Eric Moulds\MoulEr00,2004,31,1-24,BUF,NFL,16,16,152,88,1043,11.85,5,65.2,57.9%,6.86
157,Steve Smith\SmitSt01,2003,24,3-74,CAR,NFL,16,11,142,88,1110,12.61,7,69.4,62.0%,7.82
158,Roddy White\WhitRo00,2008,27,1-27,ATL,NFL,16,15,148,88,1382,15.70,7,86.4,59.5%,9.34
159,Isaac Bruce\BrucIs00,2000,28,2-33,STL,NFL,16,16,135,87,1471,16.91,9,91.9,64.4%,10.90
160,Eric Decker\DeckEr00,2013,26,3-87,DEN,NFL,16,16,136,87,1288,14.80,11,80.5,64.0%,9.47
161,Josh Gordon\GordJo02,2013,22,2-1,CLE,NFL,14,14,159,87,1646,18.92,9,117.6,54.7%,10.35
162,Percy Harvin\HarvPe00,2011,23,1-22,MIN,NFL,16,14,121,87,967,11.11,6,60.4,71.9%,7.99
163,Darrell Jackson\JackDa00,2004,26,3-80,SEA,NFL,16,16,156,87,1199,13.78,7,74.9,55.8%,7.69
164,Chad Johnson\JohnCh01,2006,28,2-36,CIN,NFL,16,16,152,87,1369,15.74,7,85.6,57.2%,9.01
165,Jeremy Maclin\MaclJe00,2015,27,1-19,KAN,NFL,15,15,124,87,1088,12.51,8,72.5,70.2%,8.77
166,Jordan Reed\ReedJo02,2015,25,3-85,WAS,NFL,14,9,114,87,952,10.94,11,68.0,76.3%,8.35
167,Steve Smith\SmitSt01,2007,28,3-74,CAR,NFL,15,15,148,87,1002,11.52,7,66.8,58.8%,6.77
168,Dwayne Bowe\BoweDw00,2008,24,1-23,KAN,NFL,16,16,157,86,1022,11.88,7,63.9,54.8%,6.51
169,Victor Cruz\CruzVi00,2012,26,,NYG,NFL,16,16,143,86,1092,12.70,10,68.3,60.1%,7.64
170,Donald Driver\DrivDo00,2005,30,7-213,GNB,NFL,16,16,146,86,1221,14.20,5,76.3,58.9%,8.36
171,Jimmy Graham\GrahJi00,2013,27,3-95,NOR,NFL,16,12,142,86,1215,14.13,16,75.9,60.6%,8.56
172,A.J. Green\GreeA.00,2015,27,1-4,CIN,NFL,16,16,132,86,1297,15.08,10,81.1,65.2%,9.83
173,Marvin Harrison*\HarrMa00,2004,32,1-19,IND,NFL,16,16,139,86,1113,12.94,15,69.6,61.9%,8.01
174,Andre Johnson\JohnAn02,2010,29,1-3,HOU,NFL,13,13,138,86,1216,14.14,8,93.5,62.3%,8.81
175,Brandon Marshall\MarsBr00,2010,26,4-119,MIA,NFL,14,14,146,86,1014,11.79,3,72.4,58.9%,6.95
176,Derrick Mason\MasoDe00,2005,31,4-98,BAL,NFL,16,16,137,86,1073,12.48,3,67.1,62.8%,7.83
177,Reggie Wayne\WaynRe00,2006,28,1-30,IND,NFL,16,16,137,86,1310,15.23,9,81.9,62.8%,9.56
178,Wes Welker\WelkWe00,2010,29,,NWE,NFL,15,11,123,86,848,9.86,7,56.5,69.9%,6.89
179,Danny Amendola\AmenDa00,2010,25,,STL,NFL,16,6,123,85,689,8.11,3,43.1,69.1%,5.60
180,Anquan Boldin\BoldAn00,2013,33,2-54,SFO,NFL,16,16,129,85,1179,13.87,7,73.7,65.9%,9.14
181,Michael Crabtree\CrabMi00,2012,25,1-10,SFO,NFL,16,16,127,85,1105,13.00,9,69.1,66.9%,8.70
182,Michael Crabtree\CrabMi00,2015,28,1-10,OAK,NFL,16,15,146,85,922,10.85,9,57.6,58.2%,6.32
183,Eric Decker\DeckEr00,2012,25,3-87,DEN,NFL,16,15,122,85,1064,12.52,13,66.5,69.7%,8.72
184,Harry Douglas\DougHa00,2013,29,3-84,ATL,NFL,16,11,132,85,1067,12.55,2,66.7,64.4%,8.08
185,Alshon Jeffery\JeffAl00,2014,24,2-45,CHI,NFL,16,16,145,85,1133,13.33,10,70.8,58.6%,7.81
186,Andre Johnson\JohnAn02,2014,33,1-3,HOU,NFL,15,15,146,85,936,11.01,3,62.4,58.2%,6.41
187,Jeremy Maclin\MaclJe00,2014,26,1-19,PHI,NFL,16,16,143,85,1318,15.51,10,82.4,59.4%,9.22
188,Jordan Matthews\MattJo00,2015,23,2-42,PHI,NFL,16,13,126,85,997,11.73,8,62.3,67.5%,7.91
189,Jordy Nelson\NelsJo00,2013,28,2-36,GNB,NFL,16,16,127,85,1314,15.46,8,82.1,66.9%,10.35
190,Terrell Owens*\OwenTe00,2006,33,3-89,DAL,NFL,16,15,150,85,1180,13.88,13,73.8,56.7%,7.87
191,Rod Smith\SmitRo01,2005,35,,DEN,NFL,16,16,126,85,1105,13.00,6,69.1,67.5%,8.77
192,Roddy White\WhitRo00,2009,28,1-27,ATL,NFL,16,16,165,85,1153,13.56,11,72.1,51.5%,6.99
193,Anquan Boldin\BoldAn00,2009,29,2-54,ARI,NFL,15,15,127,84,1024,12.19,4,68.3,66.1%,8.06
194,Marques Colston\ColsMa00,2010,27,7-252,NOR,NFL,15,11,131,84,1023,12.18,7,68.2,64.1%,7.81
195,Brandin Cooks\CookBr00,2015,22,1-20,NOR,NFL,16,13,129,84,1138,13.55,9,71.1,65.1%,8.82
196,Stefon Diggs\DiggSt00,2016,23,5-146,MIN,NFL,13,11,112,84,903,10.75,3,69.5,75.0%,8.06
197,Donald Driver\DrivDo00,2004,29,7-213,GNB,NFL,16,11,137,84,1208,14.38,9,75.5,61.3%,8.82
198,Calvin Johnson\JohnCa00,2013,28,1-2,DET,NFL,14,14,156,84,1492,17.76,12,106.6,53.8%,9.56
199,Kevin Johnson\JohnKe01,2001,25,2-32,CLE,NFL,16,16,129,84,1097,13.06,9,68.6,65.1%,8.50
200,Jarvis Landry\LandJa00,2014,22,2-63,MIA,NFL,16,11,112,84,758,9.02,5,47.4,75.0%,6.77
201,Keenan McCardell\McCaKe00,2003,33,12-326,TAM,NFL,16,16,139,84,1174,13.98,8,73.4,60.4%,8.45
202,Santana Moss\MossSa00,2005,26,1-16,WAS,NFL,16,16,134,84,1483,17.65,9,92.7,62.7%,11.07
203,Anquan Boldin\BoldAn00,2006,26,2-54,ARI,NFL,16,16,152,83,1203,14.49,4,75.2,54.6%,7.91
204,Anquan Boldin\BoldAn00,2014,34,2-54,SFO,NFL,16,16,130,83,1062,12.80,5,66.4,63.8%,8.17
205,Troy Brown\BrowTr00,2000,29,8-198,NWE,NFL,16,15,119,83,944,11.37,4,59.0,69.7%,7.93
206,Antonio Bryant\BryaAn00,2008,27,2-63,TAM,NFL,16,15,138,83,1248,15.04,7,78.0,60.1%,9.04
207,Marques Colston\ColsMa00,2012,29,7-252,NOR,NFL,16,13,130,83,1154,13.90,10,72.1,63.8%,8.88
208,Amari Cooper\CoopAm00,2016,22,1-4,OAK,NFL,16,14,132,83,1153,13.89,5,72.1,62.9%,8.73
209,Joey Galloway\GallJo00,2005,34,1-8,TAM,NFL,16,16,152,83,1287,15.51,10,80.4,54.6%,8.47
210,Joe Horn\HornJo00,2001,29,5-135,NOR,NFL,16,16,156,83,1265,15.24,9,79.1,53.2%,8.11
211,Julio Jones\JoneJu02,2016,27,1-6,ATL,NFL,14,14,129,83,1409,16.98,6,100.6,64.3%,10.92
212,Randy Moss*\MossRa00,2009,32,1-21,NWE,NFL,16,16,137,83,1264,15.23,13,79.0,60.6%,9.23
213,Jerry Rice*\RiceJe00,2001,39,1-16,OAK,NFL,16,15,125,83,1139,13.72,9,71.2,66.4%,9.11
214,Sidney Rice\RiceSi01,2009,23,2-44,MIN,NFL,16,14,121,83,1312,15.81,8,82.0,68.6%,10.84
215,Steve Smith\SmitSt01,2006,27,3-74,CAR,NFL,14,14,139,83,1166,14.05,8,83.3,59.7%,8.39
216,Demaryius Thomas\ThomDe03,2017,30,1-22,DEN,NFL,16,16,140,83,949,11.43,5,59.3,59.3%,6.78
217,Reggie Wayne\WaynRe00,2005,27,1-30,IND,NFL,16,16,122,83,1055,12.71,5,65.9,68.0%,8.65
218,Roddy White\WhitRo00,2007,26,1-27,ATL,NFL,16,15,137,83,1202,14.48,6,75.1,60.6%,8.77
