Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Att,Yds,Y/A,TD,Y/G,name,key,Round,Pick,ageGroup
828,Matt Jones\JoneMa04,2016,23,3-95,WAS,NFL,7,7,99,460,4.65,3,65.7,Matt Jones,MattJones23WAS2016,3,166,< 24
829,Jerious Norwood\NorwJe00,2006,23,3-79,ATL,NFL,14,0,99,633,6.39,2,45.2,Jerious Norwood,JeriousNorwood23ATL2006,3,152,< 24
830,Chris Polk\PolkCh00,2015,26,NA,HOU,NFL,15,2,99,334,3.37,1,22.3,Chris Polk,ChrisPolk26HOU2015,Undrafted,Undrafted,25-28
831,Alex Collins\CollAl00,2018,24,5-171,BAL,NFL,8,8,98,358,3.65,5,44.8,Alex Collins,AlexCollins24BAL2018,5,58,< 24
832,Stacey Mack\MackSt00,2002,27,NA,JAX,NFL,16,0,98,436,4.45,9,27.3,Stacey Mack,StaceyMack27JAX2002,Undrafted,Undrafted,25-28
833,Willie Parker\ParkWi00,2009,29,NA,PIT,NFL,14,3,98,389,3.97,0,27.8,Willie Parker,WillieParker29PIT2009,Undrafted,Undrafted,29-32
834,Daryl Richardson\RichDa00,2012,22,7-252,STL,NFL,16,0,98,475,4.85,0,29.7,Daryl Richardson,DarylRichardson22STL2012,7,103,< 24
835,DeAngelo Williams\WillDe02,2016,33,1-27,PIT,NFL,9,4,98,343,3.5,4,38.1,DeAngelo Williams,DeAngeloWilliams33PIT2016,1,106,32+
836,Danny Woodhead\WoodDa02,2015,30,NA,SDG,NFL,16,2,98,336,3.43,3,21,Danny Woodhead,DannyWoodhead30SDG2015,Undrafted,Undrafted,29-32
837,James Mungro\MungJa00,2002,24,NA,IND,NFL,9,1,97,336,3.46,8,37.3,James Mungro,JamesMungro24IND2002,Undrafted,Undrafted,< 24
838,Danny Woodhead\WoodDa02,2010,25,NA,2TM,NFL,15,3,97,547,5.64,5,36.5,Danny Woodhead,DannyWoodhead252TM2010,Undrafted,Undrafted,25-28
839,Lance Ball\BallLa00,2011,26,NA,DEN,NFL,16,0,96,402,4.19,1,25.1,Lance Ball,LanceBall26DEN2011,Undrafted,Undrafted,25-28
840,Maurice Hicks\HickMa00,2004,26,NA,SFO,NFL,9,2,96,362,3.77,2,40.2,Maurice Hicks,MauriceHicks26SFO2004,Undrafted,Undrafted,25-28
841,Tim Hightower\HighTi00,2015,29,5-149,NOR,NFL,8,3,96,375,3.91,4,46.9,Tim Hightower,TimHightower29NOR2015,5,44,29-32
842,Brandon Jacobs\JacoBr00,2006,24,4-110,NYG,NFL,15,0,96,423,4.41,9,28.2,Brandon Jacobs,BrandonJacobs24NYG2006,4,14,< 24
843,Vernand Morency\MoreVe00,2006,26,3-73,2TM,NFL,14,2,96,434,4.52,2,31,Vernand Morency,VernandMorency262TM2006,3,147,25-28
844,Jacquizz Rodgers\RodgJa00,2013,23,5-145,ATL,NFL,15,4,96,332,3.46,2,22.1,Jacquizz Rodgers,JacquizzRodgers23ATL2013,5,42,< 24
845,Duce Staley\StalDu00,2003,28,3-71,PHI,NFL,16,4,96,463,4.82,5,28.9,Duce Staley,DuceStaley28PHI2003,3,146,25-28
846,Shane Vereen\VereSh00,2014,25,2-56,NWE,NFL,16,6,96,391,4.07,2,24.4,Shane Vereen,ShaneVereen25NWE2014,2,133,25-28
847,Jackie Battle\BattJa00,2012,29,NA,SDG,NFL,16,5,95,311,3.27,3,19.4,Jackie Battle,JackieBattle29SDG2012,Undrafted,Undrafted,29-32
848,Michael Bush\BushMi00,2008,24,4-100,OAK,NFL,15,0,95,421,4.43,3,28.1,Michael Bush,MichaelBush24OAK2008,4,3,< 24
849,Sony Michel\MichSo00,2018,23,NA,NWE,NFL,6,4,95,422,4.44,4,70.3,Sony Michel,SonyMichel23NWE2018,Undrafted,Undrafted,< 24
850,Jerious Norwood\NorwJe00,2008,25,3-79,ATL,NFL,16,0,95,489,5.15,4,30.6,Jerious Norwood,JeriousNorwood25ATL2008,3,152,25-28
851,Aaron Stecker\StecAa00,2005,30,NA,NOR,NFL,15,4,95,363,3.82,0,24.2,Aaron Stecker,AaronStecker30NOR2005,Undrafted,Undrafted,29-32
852,Isaiah Crowell\CrowIs00,2018,25,NA,NYJ,NFL,8,1,94,484,5.15,5,60.5,Isaiah Crowell,IsaiahCrowell25NYJ2018,Undrafted,Undrafted,25-28
853,Shonn Greene\GreeSh00,2014,29,3-65,TEN,NFL,13,5,94,392,4.17,2,30.2,Shonn Greene,ShonnGreene29TEN2014,3,142,29-32
854,Quentin Griffin\GrifQu00,2003,22,4-108,DEN,NFL,10,1,94,345,3.67,0,34.5,Quentin Griffin,QuentinGriffin22DEN2003,4,11,< 24
855,Travis Henry\HenrTr00,2004,26,2-58,BUF,NFL,10,5,94,326,3.47,0,32.6,Travis Henry,TravisHenry26BUF2004,2,135,25-28
856,Dorsey Levens\LeveDo00,2004,34,5-149,PHI,NFL,15,5,94,410,4.36,4,27.3,Dorsey Levens,DorseyLevens34PHI2004,5,44,32+
857,Bobby Rainey\RainBo00,2014,27,NA,TAM,NFL,15,5,94,406,4.32,1,27.1,Bobby Rainey,BobbyRainey27TAM2014,Undrafted,Undrafted,25-28
858,Stevan Ridley\RidlSt00,2014,25,3-73,NWE,NFL,6,5,94,340,3.62,2,56.7,Stevan Ridley,StevanRidley25NWE2014,3,147,25-28
859,Jacquizz Rodgers\RodgJa00,2012,22,5-145,ATL,NFL,16,0,94,362,3.85,1,22.6,Jacquizz Rodgers,JacquizzRodgers22ATL2012,5,42,< 24
860,Darren Sproles\SproDa00,2016,33,4-130,PHI,NFL,15,5,94,438,4.66,2,29.2,Darren Sproles,DarrenSproles33PHI2016,4,30,32+
861,Chester Taylor\TaylCh01,2009,30,6-207,MIN,NFL,16,0,94,338,3.6,1,21.1,Chester Taylor,ChesterTaylor30MIN2009,6,82,29-32
862,Peyton Barber\BarbPe01,2018,24,NA,TAM,NFL,7,7,93,345,3.71,1,49.3,Peyton Barber,PeytonBarber24TAM2018,Undrafted,Undrafted,< 24
863,Ladell Betts\BettLa00,2007,28,2-56,WAS,NFL,16,0,93,335,3.6,1,20.9,Ladell Betts,LadellBetts28WAS2007,2,133,25-28
864,LaMont Jordan\JordLa00,2004,26,2-49,NYJ,NFL,16,0,93,479,5.15,2,29.9,LaMont Jordan,LaMontJordan26NYJ2004,2,126,25-28
865,Napoleon Kaufman\KaufNa00,2000,27,1-18,OAK,NFL,14,2,93,499,5.37,0,35.6,Napoleon Kaufman,NapoleonKaufman27OAK2000,1,63,25-28
866,Phillip Lindsay\LindPh00,2018,24,NA,DEN,NFL,8,1,93,531,5.71,3,66.4,Phillip Lindsay,PhillipLindsay24DEN2018,Undrafted,Undrafted,< 24
867,Marlon Mack\MackMa00,2017,21,4-143,IND,NFL,14,0,93,358,3.85,3,25.6,Marlon Mack,MarlonMack21IND2017,4,40,< 24
868,Stacey Mack\MackSt00,2003,28,NA,HOU,NFL,8,5,93,253,2.72,4,31.6,Stacey Mack,StaceyMack28HOU2003,Undrafted,Undrafted,25-28
869,Deuce McAllister\McAlDe00,2005,27,1-23,NOR,NFL,5,5,93,335,3.6,3,67,Deuce McAllister,DeuceMcAllister27NOR2005,1,90,25-28
870,Maurice Morris\MorrMa00,2009,30,2-54,DET,NFL,14,3,93,384,4.13,2,27.4,Maurice Morris,MauriceMorris30DET2009,2,131,29-32
871,Sammy Morris\MorrSa00,2000,23,5-156,BUF,NFL,12,8,93,341,3.67,5,28.4,Sammy Morris,SammyMorris23BUF2000,5,51,< 24
872,Bernard Pierce\PierBe00,2014,23,3-84,BAL,NFL,13,2,93,366,3.94,2,28.2,Bernard Pierce,BernardPierce23BAL2014,3,157,< 24
873,Darren Sproles\SproDa00,2009,26,4-130,SDG,NFL,16,2,93,343,3.69,3,21.4,Darren Sproles,DarrenSproles26SDG2009,4,30,25-28
874,Jonathan Stewart\StewJo00,2012,25,1-13,CAR,NFL,9,6,93,336,3.61,1,37.3,Jonathan Stewart,JonathanStewart25CAR2012,1,29,25-28
875,Karlos Williams\WillKa01,2015,22,5-155,BUF,NFL,11,3,93,517,5.56,7,47,Karlos Williams,KarlosWilliams22BUF2015,5,50,< 24
876,Tashard Choice\ChoiTa00,2008,24,4-122,DAL,NFL,16,3,92,472,5.13,2,29.5,Tashard Choice,TashardChoice24DAL2008,4,24,< 24
877,Alvin Kamara\KamaAl00,2018,23,3-67,NOR,NFL,7,6,92,408,4.43,7,58.3,Alvin Kamara,AlvinKamara23NOR2018,3,143,< 24
878,Christian McCaffrey\McCaCh01,2018,22,1-8,CAR,NFL,7,7,92,423,4.6,1,60.4,Christian McCaffrey,ChristianMcCaffrey22CAR2018,1,153,< 24
879,Sammy Morris\MorrSa00,2006,29,5-156,MIA,NFL,12,4,92,400,4.35,1,33.3,Sammy Morris,SammyMorris29MIA2006,5,51,29-32
880,Theo Riddick\RiddTh00,2016,25,6-199,DET,NFL,10,8,92,357,3.88,1,35.7,Theo Riddick,TheoRiddick25DET2016,6,78,25-28
881,Giovani Bernard\BernGi00,2016,25,2-37,CIN,NFL,10,2,91,337,3.7,2,33.7,Giovani Bernard,GiovaniBernard25CIN2016,2,115,25-28
882,Melvin Gordon\GordMe00,2018,25,1-15,LAC,NFL,6,6,91,466,5.12,6,77.7,Melvin Gordon,MelvinGordon25LAC2018,1,45,25-28
883,Daniel Thomas\ThomDa03,2012,25,2-62,MIA,NFL,12,0,91,325,3.57,4,27.1,Daniel Thomas,DanielThomas25MIA2012,2,139,25-28
884,Joique Bell\BellJo01,2015,29,NA,DET,NFL,13,5,90,311,3.46,4,23.9,Joique Bell,JoiqueBell29DET2015,Undrafted,Undrafted,29-32
885,Brandon Bennett\BennBr00,2000,27,NA,CIN,NFL,16,0,90,324,3.6,3,20.3,Brandon Bennett,BrandonBennett27CIN2000,Undrafted,Undrafted,25-28
886,Michael Bennett\BennMi00,2003,25,1-27,MIN,NFL,8,7,90,447,4.97,1,55.9,Michael Bennett,MichaelBennett25MIN2003,1,106,25-28
887,Ladell Betts\BettLa00,2004,25,2-56,WAS,NFL,16,1,90,371,4.12,1,23.2,Ladell Betts,LadellBetts25WAS2004,2,133,25-28
888,Ahmad Bradshaw\BradAh00,2014,28,7-250,IND,NFL,10,1,90,425,4.72,2,42.5,Ahmad Bradshaw,AhmadBradshaw28IND2014,7,102,25-28
889,Marshawn Lynch\LyncMa00,2018,32,1-12,OAK,NFL,6,6,90,376,4.18,3,62.7,Marshawn Lynch,MarshawnLynch32OAK2018,1,22,29-32
890,Maurice Morris\MorrMa00,2010,31,2-54,DET,NFL,14,7,90,336,3.73,5,24,Maurice Morris,MauriceMorris31DET2010,2,131,29-32
891,Emmitt Smith*\SmitEm00,2003,34,1-17,ARI,NFL,10,5,90,256,2.84,2,25.6,Emmitt Smith*,EmmittSmith*34ARI2003,1,56,32+
892,Dwayne Washington\WashDw00,2016,22,7-236,DET,NFL,12,2,90,265,2.94,1,22.1,Dwayne Washington,DwayneWashington22DET2016,7,94,< 24
893,Jonathan Wells\WellJo00,2005,26,4-99,HOU,NFL,15,6,90,325,3.61,4,21.7,Jonathan Wells,JonathanWells26HOU2005,4,169,25-28
894,Ladell Betts\BettLa00,2005,26,2-56,WAS,NFL,12,0,89,338,3.8,1,28.2,Ladell Betts,LadellBetts26WAS2005,2,133,25-28
895,Jonas Gray\GrayJo00,2014,24,NA,NWE,NFL,8,3,89,412,4.63,5,51.5,Jonas Gray,JonasGray24NWE2014,Undrafted,Undrafted,< 24
896,Brad Hoover\HoovBr00,2000,24,NA,CAR,NFL,16,4,89,290,3.26,1,18.1,Brad Hoover,BradHoover24CAR2000,Undrafted,Undrafted,< 24
897,James Starks\StarJa00,2013,27,6-193,GNB,NFL,13,1,89,493,5.54,3,37.9,James Starks,JamesStarks27GNB2013,6,75,25-28
898,Kenneth Dixon\DixoKe00,2016,22,4-134,BAL,NFL,12,0,88,382,4.34,2,31.8,Kenneth Dixon,KennethDixon22BAL2016,4,32,< 24
899,Montario Hardesty\HardMo00,2011,24,2-59,CLE,NFL,10,4,88,266,3.02,0,26.6,Montario Hardesty,MontarioHardesty24CLE2011,2,136,< 24
900,Travis Henry\HenrTr00,2005,27,2-58,TEN,NFL,10,1,88,335,3.81,0,33.5,Travis Henry,TravisHenry27TEN2005,2,135,25-28
901,Elijah McGuire\McGuEl00,2017,23,6-188,NYJ,NFL,16,2,88,315,3.58,1,19.7,Elijah McGuire,ElijahMcGuire23NYJ2017,6,69,< 24
902,Beanie Wells\WellCh00,2012,24,1-31,ARI,NFL,8,7,88,234,2.66,5,29.3,Beanie Wells,BeanieWells24ARI2012,1,110,< 24
903,Charcandrick West\WestCh01,2016,25,NA,KAN,NFL,15,2,88,293,3.33,1,19.5,Charcandrick West,CharcandrickWest25KAN2016,Undrafted,Undrafted,25-28
904,Tyrone Wheatley\WheaTy00,2001,29,1-17,OAK,NFL,11,2,88,276,3.14,5,25.1,Tyrone Wheatley,TyroneWheatley29OAK2001,1,56,29-32
905,Andre Williams\WillAn00,2015,23,4-113,NYG,NFL,16,0,88,257,2.92,1,16.1,Andre Williams,AndreWilliams23NYG2015,4,16,< 24
906,Zach Zenner\ZennZa00,2016,25,NA,DET,NFL,14,4,88,334,3.8,4,23.9,Zach Zenner,ZachZenner25DET2016,Undrafted,Undrafted,25-28
907,Tarik Cohen\CoheTa00,2017,22,4-119,CHI,NFL,16,4,87,370,4.25,2,23.1,Tarik Cohen,TarikCohen22CHI2017,4,21,< 24
908,Tevin Coleman\ColeTe01,2015,22,3-73,ATL,NFL,12,3,87,392,4.51,1,32.7,Tevin Coleman,TevinColeman22ATL2015,3,147,< 24
909,Justin Forsett\ForsJu00,2016,31,7-233,3TM,NFL,9,6,87,291,3.34,1,32.3,Justin Forsett,JustinForsett313TM2016,7,92,29-32
910,Stevan Ridley\RidlSt00,2011,22,3-73,NWE,NFL,16,2,87,441,5.07,1,27.6,Stevan Ridley,StevanRidley22NWE2011,3,147,< 24
911,Jason Snelling\SnelJa00,2010,27,7-244,ATL,NFL,14,0,87,324,3.72,2,23.1,Jason Snelling,JasonSnelling27ATL2010,7,99,25-28
912,Darren Sproles\SproDa00,2011,28,4-130,NOR,NFL,16,4,87,603,6.93,2,37.7,Darren Sproles,DarrenSproles28NOR2011,4,30,25-28
913,DeAndre Washington\WashDe00,2016,23,5-143,OAK,NFL,14,2,87,467,5.37,2,33.4,DeAndre Washington,DeAndreWashington23OAK2016,5,40,< 24
914,Cadillac Williams\WillCa02,2011,29,1-5,STL,NFL,11,1,87,361,4.15,1,32.8,Cadillac Williams,CadillacWilliams29STL2011,1,127,29-32
915,DeAngelo Williams\WillDe02,2010,27,1-27,CAR,NFL,6,6,87,361,4.15,1,60.2,DeAngelo Williams,DeAngeloWilliams27CAR2010,1,106,25-28
916,Maurice Jones-Drew\DrewMa00,2012,27,2-60,JAX,NFL,6,5,86,414,4.81,1,69,Maurice Jones-Drew,MauriceJones-Drew27JAX2012,2,137,25-28
917,Brian Leonard\LeonBr00,2007,23,2-52,STL,NFL,16,7,86,303,3.52,0,18.9,Brian Leonard,BrianLeonard23STL2007,2,129,< 24
918,Donald Brown\BrowDo00,2014,27,1-27,SDG,NFL,13,3,85,223,2.62,0,17.2,Donald Brown,DonaldBrown27SDG2014,1,106,25-28
919,Reuben Droughns\DrouRe00,2007,29,3-81,NYG,NFL,16,1,85,275,3.24,6,17.2,Reuben Droughns,ReubenDroughns29NYG2007,3,155,29-32
920,Quentin Griffin\GrifQu00,2004,23,4-108,DEN,NFL,6,4,85,311,3.66,2,51.8,Quentin Griffin,QuentinGriffin23DEN2004,4,11,< 24
921,Arlen Harris\HarrAr00,2003,23,NA,STL,NFL,16,2,85,255,3,4,15.9,Arlen Harris,ArlenHarris23STL2003,Undrafted,Undrafted,< 24
922,Peyton Hillis\HillPe00,2012,26,7-227,KAN,NFL,13,2,85,309,3.64,1,23.8,Peyton Hillis,PeytonHillis26KAN2012,7,87,25-28
923,Ronnie Hillman\HillRo00,2012,21,3-67,DEN,NFL,14,0,85,330,3.88,1,23.6,Ronnie Hillman,RonnieHillman21DEN2012,3,143,< 24
924,Sammy Morris\MorrSa00,2007,30,5-156,NWE,NFL,6,2,85,384,4.52,3,64,Sammy Morris,SammyMorris30NWE2007,5,51,29-32
925,James Starks\StarJa00,2014,28,6-193,GNB,NFL,16,0,85,333,3.92,2,20.8,James Starks,JamesStarks28GNB2014,6,75,25-28
926,Tyrone Wheatley\WheaTy00,2004,32,1-17,OAK,NFL,8,7,85,327,3.85,4,40.9,Tyrone Wheatley,TyroneWheatley32OAK2004,1,56,29-32
927,Amos Zereoue\ZereAm00,2001,25,3-95,PIT,NFL,14,0,85,441,5.19,1,31.5,Amos Zereoue,AmosZereoue25PIT2001,3,166,25-28
928,Mike Anderson\AndeMi00,2002,29,6-189,DEN,NFL,15,12,84,386,4.6,2,25.7,Mike Anderson,MikeAnderson29DEN2002,6,70,29-32
929,Jahvid Best\BestJa00,2011,22,1-30,DET,NFL,6,6,84,390,4.64,2,65,Jahvid Best,JahvidBest22DET2011,1,109,< 24
930,Matt Breida\BreiMa00,2018,23,NA,SFO,NFL,8,7,84,487,5.8,2,60.9,Matt Breida,MattBreida23SFO2018,Undrafted,Undrafted,< 24
931,Frank Gore\GoreFr00,2018,35,3-65,MIA,NFL,8,8,84,385,4.58,0,48.1,Frank Gore,FrankGore35MIA2018,3,142,32+
932,Derrick Henry\HenrDe00,2018,24,2-45,TEN,NFL,7,7,84,273,3.25,1,39,Derrick Henry,DerrickHenry24TEN2018,2,123,< 24
933,Tim Hightower\HighTi00,2011,25,5-149,WAS,NFL,5,5,84,321,3.82,1,64.2,Tim Hightower,TimHightower25WAS2011,5,44,25-28
934,Rashad Jennings\JennRa00,2010,25,7-250,JAX,NFL,13,3,84,459,5.46,4,35.3,Rashad Jennings,RashadJennings25JAX2010,7,102,25-28
935,LaMont Jordan\JordLa00,2002,24,2-49,NYJ,NFL,14,0,84,316,3.76,3,22.6,LaMont Jordan,LaMontJordan24NYJ2002,2,126,< 24
936,John Kuhn\KuhnJo00,2010,28,NA,GNB,NFL,16,2,84,281,3.35,4,17.6,John Kuhn,JohnKuhn28GNB2010,Undrafted,Undrafted,25-28
937,Theo Riddick\RiddTh00,2017,26,6-199,DET,NFL,16,5,84,286,3.4,3,17.9,Theo Riddick,TheoRiddick26DET2017,6,78,25-28
938,Moe Williams\WillMo00,2002,28,3-75,MIN,NFL,16,0,84,414,4.93,11,25.9,Moe Williams,MoeWilliams28MIN2002,3,149,25-28
939,Correll Buckhalter\BuckCo00,2006,28,4-121,PHI,NFL,16,1,83,345,4.16,2,21.6,Correll Buckhalter,CorrellBuckhalter28PHI2006,4,23,25-28
940,Glen Coffee\CoffGl00,2009,22,3-74,SFO,NFL,14,2,83,226,2.72,1,16.1,Glen Coffee,GlenCoffee22SFO2009,3,148,< 24
941,Kevin Faulk\FaulKe00,2008,32,2-46,NWE,NFL,15,3,83,507,6.11,3,33.8,Kevin Faulk,KevinFaulk32NWE2008,2,124,29-32
942,Carlos Hyde\HydeCa00,2014,24,2-57,SFO,NFL,14,0,83,333,4.01,4,23.8,Carlos Hyde,CarlosHyde24SFO2014,2,134,< 24
943,Jalen Richard\RichJa01,2016,23,NA,OAK,NFL,16,0,83,491,5.92,1,30.7,Jalen Richard,JalenRichard23OAK2016,Undrafted,Undrafted,< 24
944,Darren Sproles\SproDa00,2015,32,4-130,PHI,NFL,16,4,83,317,3.82,3,19.8,Darren Sproles,DarrenSproles32PHI2015,4,30,29-32
945,Pierre Thomas\ThomPi00,2010,26,NA,NOR,NFL,6,3,83,269,3.24,2,44.8,Pierre Thomas,PierreThomas26NOR2010,Undrafted,Undrafted,25-28
946,Joique Bell\BellJo01,2012,26,NA,DET,NFL,16,0,82,414,5.05,3,25.9,Joique Bell,JoiqueBell26DET2012,Undrafted,Undrafted,25-28
947,Tevin Coleman\ColeTe01,2018,25,3-73,ATL,NFL,7,5,82,310,3.78,2,44.3,Tevin Coleman,TevinColeman25ATL2018,3,147,25-28
948,Duke Johnson\JohnDu00,2017,24,3-77,CLE,NFL,16,0,82,348,4.24,4,21.8,Duke Johnson,DukeJohnson24CLE2017,3,151,< 24
949,Latavius Murray\MurrLa00,2014,24,6-181,OAK,NFL,15,3,82,424,5.17,2,28.3,Latavius Murray,LataviusMurray24OAK2014,6,65,< 24
950,Latavius Murray\MurrLa00,2018,28,6-181,MIN,NFL,8,5,82,386,4.71,4,48.3,Latavius Murray,LataviusMurray28MIN2018,6,65,25-28
951,Jonathan Wells\WellJo00,2004,25,4-99,HOU,NFL,16,1,82,299,3.65,3,18.7,Jonathan Wells,JonathanWells25HOU2004,4,169,25-28
952,Toby Gerhart\GerhTo00,2010,23,2-51,MIN,NFL,15,1,81,322,3.98,1,21.5,Toby Gerhart,TobyGerhart23MIN2010,2,128,< 24
953,Cedric Houston\HousCe00,2005,23,6-182,NYJ,NFL,12,4,81,302,3.73,2,25.2,Cedric Houston,CedricHouston23NYJ2005,6,66,< 24
954,Aaron Jones\JoneAa00,2017,23,5-182,GNB,NFL,12,4,81,448,5.53,4,37.3,Aaron Jones,AaronJones23GNB2017,5,66,< 24
955,T.J. Yeldon\YeldT.00,2018,25,2-36,JAX,NFL,8,4,81,334,4.12,1,41.8,T.J. Yeldon,T.J.Yeldon25JAX2018,2,114,25-28
956,Shawn Bryson\BrysSh00,2001,25,3-86,BUF,NFL,15,3,80,341,4.26,2,22.7,Shawn Bryson,ShawnBryson25BUF2001,3,159,25-28
957,LaMont Jordan\JordLa00,2008,30,2-49,NWE,NFL,8,0,80,363,4.54,4,45.4,LaMont Jordan,LaMontJordan30NWE2008,2,126,29-32
958,Maurice Morris\MorrMa00,2011,32,2-54,DET,NFL,16,5,80,316,3.95,1,19.8,Maurice Morris,MauriceMorris32DET2011,2,131,29-32
959,Bilal Powell\PoweBi00,2018,30,4-126,NYJ,NFL,7,7,80,343,4.29,0,49,Bilal Powell,BilalPowell30NYJ2018,4,26,29-32
960,Robert Turbin\TurbRo00,2012,23,4-106,SEA,NFL,16,0,80,354,4.43,0,22.1,Robert Turbin,RobertTurbin23SEA2012,4,9,< 24
961,Michael Turner\TurnMi00,2006,24,5-154,SDG,NFL,13,0,80,502,6.28,2,38.6,Michael Turner,MichaelTurner24SDG2006,5,49,< 24
962,Kahlil Bell\BellKa00,2011,25,NA,CHI,NFL,13,3,79,337,4.27,0,25.9,Kahlil Bell,KahlilBell25CHI2011,Undrafted,Undrafted,25-28
963,Alfred Blue\BlueAl00,2018,27,6-181,HOU,NFL,8,1,79,258,3.27,1,32.3,Alfred Blue,AlfredBlue27HOU2018,6,65,25-28
964,Devontae Booker\BookDe00,2017,25,4-136,DEN,NFL,13,0,79,299,3.78,1,23,Devontae Booker,DevontaeBooker25DEN2017,4,34,25-28
965,Chris Brown\BrowCh03,2009,28,3-93,HOU,NFL,14,4,79,267,3.38,3,19.1,Chris Brown,ChrisBrown28HOU2009,3,164,25-28
966,Troy Hambrick\HambTr00,2002,26,NA,DAL,NFL,16,0,79,317,4.01,1,19.8,Troy Hambrick,TroyHambrick26DAL2002,Undrafted,Undrafted,25-28
967,Chris Ivory\IvorCh00,2011,23,NA,NOR,NFL,6,2,79,374,4.73,1,62.3,Chris Ivory,ChrisIvory23NOR2011,Undrafted,Undrafted,< 24
968,Antonio Pittman\PittAn00,2008,23,4-107,STL,NFL,12,5,79,296,3.75,0,24.7,Antonio Pittman,AntonioPittman23STL2008,4,10,< 24
969,Duce Staley\StalDu00,2000,25,3-71,PHI,NFL,5,5,79,344,4.35,1,68.8,Duce Staley,DuceStaley25PHI2000,3,146,25-28
970,Donald Brown\BrowDo00,2009,22,1-27,IND,NFL,11,1,78,281,3.6,3,25.5,Donald Brown,DonaldBrown22IND2009,1,106,< 24
971,Trung Canidate\CaniTr00,2001,24,1-31,STL,NFL,16,2,78,441,5.65,6,27.6,Trung Canidate,TrungCanidate24STL2001,1,110,< 24
972,Terrell Davis*\DaviTe00,2000,28,6-196,DEN,NFL,5,4,78,282,3.62,2,56.4,Terrell Davis*,TerrellDavis*28DEN2000,6,77,25-28
973,Shaun Draughn\DrauSh00,2015,28,NA,2TM,NFL,11,6,78,273,3.5,1,24.8,Shaun Draughn,ShaunDraughn282TM2015,Undrafted,Undrafted,25-28
974,D'Onta Foreman\ForeDO00,2017,21,3-89,HOU,NFL,10,1,78,327,4.19,2,32.7,D'Onta Foreman,D'OntaForeman21HOU2017,3,161,< 24
975,Dan Herron\HerrDa00,2014,25,6-191,IND,NFL,16,3,78,351,4.5,1,21.9,Dan Herron,DanHerron25IND2014,6,73,25-28
976,Kendall Hunter\HuntKe00,2013,25,4-115,SFO,NFL,16,0,78,358,4.59,3,22.4,Kendall Hunter,KendallHunter25SFO2013,4,18,25-28
977,Mark Ingram\IngrMa01,2013,24,1-28,NOR,NFL,11,3,78,386,4.95,1,35.1,Mark Ingram,MarkIngram24NOR2013,1,107,< 24
978,C.J. Spiller\SpilC.00,2014,27,1-9,BUF,NFL,9,5,78,300,3.85,0,33.3,C.J. Spiller,C.J.Spiller27BUF2014,1,162,25-28
979,Ladell Betts\BettLa00,2003,24,2-56,WAS,NFL,9,1,77,255,3.31,2,28.3,Ladell Betts,LadellBetts24WAS2003,2,133,< 24
980,Najeh Davenport\DaveNa00,2003,24,4-135,GNB,NFL,15,0,77,420,5.45,2,28,Najeh Davenport,NajehDavenport24GNB2003,4,33,< 24
981,Ahman Green\GreeAh00,2005,28,3-76,GNB,NFL,5,5,77,255,3.31,0,51,Ahman Green,AhmanGreen28GNB2005,3,150,25-28
982,Shonn Greene\GreeSh00,2013,28,3-65,TEN,NFL,11,0,77,295,3.83,4,26.8,Shonn Greene,ShonnGreene28TEN2013,3,142,25-28
983,Kerryon Johnson\JohnKe06,2018,21,NA,DET,NFL,7,4,77,466,6.05,1,66.6,Kerryon Johnson,KerryonJohnson21DET2018,Undrafted,Undrafted,< 24
984,Dorsey Levens\LeveDo00,2000,30,5-149,GNB,NFL,5,5,77,224,2.91,3,44.8,Dorsey Levens,DorseyLevens30GNB2000,5,44,29-32
985,Ty Montgomery\MontTy01,2016,23,3-94,GNB,NFL,15,6,77,457,5.94,3,30.5,Ty Montgomery,TyMontgomery23GNB2016,3,165,< 24
986,Alfred Morris\MorrAl00,2018,30,6-173,SFO,NFL,8,1,77,281,3.65,1,35.1,Alfred Morris,AlfredMorris30SFO2018,6,59,29-32
987,Wendell Smallwood\SmalWe00,2016,22,5-153,PHI,NFL,13,3,77,312,4.05,1,24,Wendell Smallwood,WendellSmallwood22PHI2016,5,48,< 24
988,Robert Turbin\TurbRo00,2013,24,4-106,SEA,NFL,16,0,77,264,3.43,0,16.5,Robert Turbin,RobertTurbin24SEA2013,4,9,< 24
989,Brian Westbrook\WestBr00,2010,31,3-91,SFO,NFL,14,5,77,340,4.42,4,24.3,Brian Westbrook,BrianWestbrook31SFO2010,3,163,29-32
990,Danny Woodhead\WoodDa02,2011,26,NA,NWE,NFL,15,4,77,351,4.56,1,23.4,Danny Woodhead,DannyWoodhead26NWE2011,Undrafted,Undrafted,25-28
991,Kimble Anders\AndeKi00,2000,34,NA,KAN,NFL,15,7,76,331,4.36,2,22.1,Kimble Anders,KimbleAnders34KAN2000,Undrafted,Undrafted,32+
992,Correll Buckhalter\BuckCo00,2008,30,4-121,PHI,NFL,14,2,76,369,4.86,2,26.4,Correll Buckhalter,CorrellBuckhalter30PHI2008,4,23,29-32
993,Reggie Bush\BushRe00,2014,29,1-2,DET,NFL,11,9,76,297,3.91,2,27,Reggie Bush,ReggieBush29DET2014,1,79,29-32
