Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Att,Yds,Y/A,TD,Y/G,name,key,Round,Pick,ageGroup
495,Ahmad Bradshaw\BradAh00,2011,25,7-250,NYG,NFL,12,9,171,659,3.85,9,54.9,Ahmad Bradshaw,AhmadBradshaw25NYG2011,7,102,25-28
496,Orleans Darkwa\DarkOr00,2017,25,NA,NYG,NFL,15,11,171,751,4.39,5,50.1,Orleans Darkwa,OrleansDarkwa25NYG2017,Undrafted,Undrafted,25-28
497,Terrance West\WestTe00,2014,23,3-94,CLE,NFL,14,6,171,673,3.94,4,48.1,Terrance West,TerranceWest23CLE2014,3,165,< 24
498,Giovani Bernard\BernGi00,2013,22,2-37,CIN,NFL,16,0,170,695,4.09,5,43.4,Giovani Bernard,GiovaniBernard22CIN2013,2,115,< 24
499,Fred Jackson\JackFr02,2011,30,NA,BUF,NFL,10,10,170,934,5.49,6,93.4,Fred Jackson,FredJackson30BUF2011,Undrafted,Undrafted,29-32
500,Rudi Johnson\JohnRu00,2007,28,4-100,CIN,NFL,11,9,170,497,2.92,3,45.2,Rudi Johnson,RudiJohnson28CIN2007,4,3,25-28
501,Willis McGahee\McGaWi00,2008,27,1-23,BAL,NFL,13,8,170,671,3.95,7,51.6,Willis McGahee,WillisMcGahee27BAL2008,1,90,25-28
502,Alfred Blue\BlueAl00,2014,23,6-181,HOU,NFL,16,3,169,528,3.12,2,33,Alfred Blue,AlfredBlue23HOU2014,6,65,< 24
503,Todd Gurley\GurlTo01,2018,24,1-10,LAR,NFL,8,8,169,800,4.73,11,100,Todd Gurley,ToddGurley24LAR2018,1,2,< 24
504,Terry Allen\AlleTe00,2001,33,9-241,BAL,NFL,11,8,168,658,3.92,3,59.8,Terry Allen,TerryAllen33BAL2001,8,98,32+
505,Giovani Bernard\BernGi00,2014,23,2-37,CIN,NFL,13,9,168,680,4.05,5,52.3,Giovani Bernard,GiovaniBernard23CIN2014,2,115,< 24
506,Robert Kelley\KellRo00,2016,24,NA,WAS,NFL,15,9,168,704,4.19,6,46.9,Robert Kelley,RobertKelley24WAS2016,Undrafted,Undrafted,< 24
507,Ricky Williams\WillRi00,2005,28,1-5,MIA,NFL,12,3,168,743,4.42,6,61.9,Ricky Williams,RickyWilliams28MIA2005,1,127,25-28
508,Terrell Davis*\DaviTe00,2001,29,6-196,DEN,NFL,8,8,167,701,4.2,0,87.6,Terrell Davis*,TerrellDavis*29DEN2001,6,77,29-32
509,Travis Henry\HenrTr00,2007,29,2-58,DEN,NFL,12,7,167,691,4.14,4,57.6,Travis Henry,TravisHenry29DEN2007,2,135,29-32
510,Rashad Jennings\JennRa00,2014,29,7-250,NYG,NFL,11,9,167,639,3.83,4,58.1,Rashad Jennings,RashadJennings29NYG2014,7,102,29-32
511,Maurice Jones-Drew\DrewMa00,2007,22,2-60,JAX,NFL,15,0,167,768,4.6,9,51.2,Maurice Jones-Drew,MauriceJones-Drew22JAX2007,2,137,< 24
512,Willis McGahee\McGaWi00,2012,31,1-23,DEN,NFL,10,9,167,731,4.38,4,73.1,Willis McGahee,WillisMcGahee31DEN2012,1,90,29-32
513,Tiki Barber\BarbTi00,2001,26,2-36,NYG,NFL,14,9,166,865,5.21,4,61.8,Tiki Barber,TikiBarber26NYG2001,2,114,25-28
514,Joique Bell\BellJo01,2013,27,NA,DET,NFL,16,4,166,650,3.92,8,40.6,Joique Bell,JoiqueBell27DET2013,Undrafted,Undrafted,25-28
515,Mark Ingram\IngrMa01,2015,26,1-28,NOR,NFL,12,10,166,769,4.63,6,64.1,Mark Ingram,MarkIngram26NOR2015,1,107,25-28
516,Maurice Jones-Drew\DrewMa00,2006,21,2-60,JAX,NFL,16,1,166,941,5.67,13,58.8,Maurice Jones-Drew,MauriceJones-Drew21JAX2006,2,137,< 24
517,Antowain Smith\SmitAn00,2005,33,1-23,NOR,NFL,16,7,166,659,3.97,3,41.2,Antowain Smith,AntowainSmith33NOR2005,1,90,32+
518,Duce Staley\StalDu00,2001,26,3-71,PHI,NFL,13,10,166,604,3.64,2,46.5,Duce Staley,DuceStaley26PHI2001,3,146,25-28
519,Ameer Abdullah\AbduAm00,2017,24,2-54,DET,NFL,14,11,165,552,3.35,4,39.4,Ameer Abdullah,AmeerAbdullah24DET2017,2,131,< 24
520,Mike Alstott\AlstMi00,2001,28,2-35,TAM,NFL,16,16,165,680,4.12,10,42.5,Mike Alstott,MikeAlstott28TAM2001,2,113,25-28
521,LeGarrette Blount\BlouLe00,2015,29,NA,NWE,NFL,12,6,165,703,4.26,6,58.6,LeGarrette Blount,LeGarretteBlount29NWE2015,Undrafted,Undrafted,29-32
522,Richard Huntley\HuntRi00,2001,29,4-117,CAR,NFL,14,9,165,665,4.03,2,47.5,Richard Huntley,RichardHuntley29CAR2001,4,19,29-32
523,Daniel Thomas\ThomDa03,2011,24,2-62,MIA,NFL,13,2,165,581,3.52,0,44.7,Daniel Thomas,DanielThomas24MIA2011,2,139,< 24
524,Matt Asiata\AsiaMa00,2014,27,NA,MIN,NFL,15,9,164,570,3.48,9,38,Matt Asiata,MattAsiata27MIN2014,Undrafted,Undrafted,25-28
525,Kevin Faulk\FaulKe00,2000,24,2-46,NWE,NFL,16,9,164,570,3.48,4,35.6,Kevin Faulk,KevinFaulk24NWE2000,2,124,< 24
526,Julius Jones\JoneJu01,2007,26,2-43,DAL,NFL,16,16,164,588,3.59,2,36.8,Julius Jones,JuliusJones26DAL2007,2,121,25-28
527,DeMarco Murray\MurrDe00,2011,23,3-71,DAL,NFL,13,7,164,897,5.47,2,69,DeMarco Murray,DeMarcoMurray23DAL2011,3,146,< 24
528,Ryan Torain\ToraRy00,2010,24,5-139,WAS,NFL,10,8,164,742,4.52,4,74.2,Ryan Torain,RyanTorain24WAS2010,5,37,< 24
529,Ahmad Bradshaw\BradAh00,2009,23,7-250,NYG,NFL,15,1,163,778,4.77,7,51.9,Ahmad Bradshaw,AhmadBradshaw23NYG2009,7,102,< 24
530,William Green\GreeWi01,2004,25,1-16,CLE,NFL,15,13,163,585,3.59,2,39,William Green,WilliamGreen25CLE2004,1,52,25-28
531,Rashad Jennings\JennRa00,2013,28,7-250,OAK,NFL,15,8,163,733,4.5,6,48.9,Rashad Jennings,RashadJennings28OAK2013,7,102,25-28
532,Shawn Bryson\BrysSh00,2000,24,3-86,BUF,NFL,16,7,161,591,3.67,0,36.9,Shawn Bryson,ShawnBryson24BUF2000,3,159,< 24
533,Peyton Hillis\HillPe00,2011,25,7-227,CLE,NFL,10,9,161,587,3.65,3,58.7,Peyton Hillis,PeytonHillis25CLE2011,7,87,25-28
534,Maurice Morris\MorrMa00,2006,27,2-54,SEA,NFL,16,8,161,604,3.75,0,37.8,Maurice Morris,MauriceMorris27SEA2006,2,131,25-28
535,DeMarco Murray\MurrDe00,2012,24,3-71,DAL,NFL,10,10,161,663,4.12,4,66.3,DeMarco Murray,DeMarcoMurray24DAL2012,3,146,< 24
536,Branden Oliver\OlivBr01,2014,23,NA,SDG,NFL,14,7,160,582,3.64,3,41.6,Branden Oliver,BrandenOliver23SDG2014,Undrafted,Undrafted,< 24
537,Chester Taylor\TaylCh01,2004,25,6-207,BAL,NFL,16,4,160,714,4.46,2,44.6,Chester Taylor,ChesterTaylor25BAL2004,6,82,25-28
538,Charcandrick West\WestCh01,2015,24,NA,KAN,NFL,15,9,160,634,3.96,4,42.3,Charcandrick West,CharcandrickWest24KAN2015,Undrafted,Undrafted,< 24
539,Ricky Williams\WillRi00,2008,31,1-5,MIA,NFL,16,3,160,659,4.12,4,41.2,Ricky Williams,RickyWilliams31MIA2008,1,127,29-32
540,Jerick McKinnon\McKiJe00,2016,24,3-96,MIN,NFL,15,7,159,539,3.39,2,35.9,Jerick McKinnon,JerickMcKinnon24MIN2016,3,167,< 24
541,Trent Richardson\RichTr00,2014,24,1-3,IND,NFL,15,12,159,519,3.26,3,34.6,Trent Richardson,TrentRichardson24IND2014,1,108,< 24
542,Tyrone Wheatley\WheaTy00,2003,31,1-17,OAK,NFL,15,5,159,678,4.26,4,45.2,Tyrone Wheatley,TyroneWheatley31OAK2003,1,56,29-32
543,Ricky Williams\WillRi00,2010,33,1-5,MIA,NFL,16,0,159,673,4.23,2,42.1,Ricky Williams,RickyWilliams33MIA2010,1,127,32+
544,Shawn Bryson\BrysSh00,2003,27,3-86,DET,NFL,16,13,158,606,3.84,3,37.9,Shawn Bryson,ShawnBryson27DET2003,3,159,25-28
545,Michael Bush\BushMi00,2010,26,4-100,OAK,NFL,14,3,158,655,4.15,8,46.8,Michael Bush,MichaelBush26OAK2010,4,3,25-28
546,Warrick Dunn\DunnWa00,2001,26,1-12,TAM,NFL,13,12,158,447,2.83,3,34.4,Warrick Dunn,WarrickDunn26TAM2001,1,22,25-28
547,Larry Johnson\JohnLa00,2007,28,1-27,KAN,NFL,8,8,158,559,3.54,3,69.9,Larry Johnson,LarryJohnson28KAN2007,1,106,25-28
548,Julius Jones\JoneJu01,2008,27,2-43,SEA,NFL,15,10,158,698,4.42,2,46.5,Julius Jones,JuliusJones27SEA2008,2,121,25-28
549,Ryan Mathews\MathRy00,2010,23,1-12,SDG,NFL,12,9,158,678,4.29,7,56.5,Ryan Mathews,RyanMathews23SDG2010,1,22,< 24
550,Mike Bell\BellMi00,2006,23,NA,DEN,NFL,15,3,157,677,4.31,8,45.1,Mike Bell,MikeBell23DEN2006,Undrafted,Undrafted,< 24
551,Cedric Benson\BensCe00,2006,24,1-4,CHI,NFL,15,0,157,647,4.12,6,43.1,Cedric Benson,CedricBenson24CHI2006,1,118,< 24
552,Reggie Bush\BushRe00,2007,22,1-2,NOR,NFL,12,10,157,581,3.7,4,48.4,Reggie Bush,ReggieBush22NOR2007,1,79,< 24
553,Steven Jackson\JackSt00,2013,30,1-24,ATL,NFL,12,12,157,543,3.46,6,45.3,Steven Jackson,StevenJackson30ATL2013,1,96,29-32
554,Marcel Shipp\ShipMa00,2005,27,NA,ARI,NFL,15,11,157,451,2.87,0,30.1,Marcel Shipp,MarcelShipp27ARI2005,Undrafted,Undrafted,25-28
555,Chester Taylor\TaylCh01,2007,28,6-207,MIN,NFL,14,8,157,844,5.38,7,60.3,Chester Taylor,ChesterTaylor28MIN2007,6,82,25-28
556,Tevin Coleman\ColeTe01,2017,24,3-73,ATL,NFL,15,3,156,628,4.03,5,41.9,Tevin Coleman,TevinColeman24ATL2017,3,147,< 24
557,Jonathan Dwyer\DwyeJo00,2012,23,6-188,PIT,NFL,13,6,156,623,3.99,2,47.9,Jonathan Dwyer,JonathanDwyer23PIT2012,6,69,< 24
558,Mark Ingram\IngrMa01,2012,23,1-28,NOR,NFL,16,5,156,602,3.86,5,37.6,Mark Ingram,MarkIngram23NOR2012,1,107,< 24
559,Sammy Morris\MorrSa00,2008,31,5-156,NWE,NFL,13,7,156,727,4.66,7,55.9,Sammy Morris,SammyMorris31NWE2008,5,51,29-32
560,Adrian Peterson\PeteAd01,2017,32,1-7,2TM,NFL,10,7,156,529,3.39,2,52.9,Adrian Peterson,AdrianPeterson322TM2017,1,145,29-32
561,Brian Westbrook\WestBr00,2005,26,3-91,PHI,NFL,12,12,156,617,3.96,3,51.4,Brian Westbrook,BrianWestbrook26PHI2005,3,163,25-28
562,Joseph Addai\AddaJo00,2008,25,1-30,IND,NFL,12,12,155,544,3.51,5,45.3,Joseph Addai,JosephAddai25IND2008,1,109,25-28
563,James Allen\AlleJa00,2002,27,NA,HOU,NFL,16,5,155,519,3.35,0,32.4,James Allen,JamesAllen27HOU2002,Undrafted,Undrafted,25-28
564,Reggie Bush\BushRe00,2006,21,1-2,NOR,NFL,16,8,155,565,3.65,6,35.3,Reggie Bush,ReggieBush21NOR2006,1,79,< 24
565,Chris Johnson\JohnCh04,2014,29,1-24,NYJ,NFL,16,6,155,663,4.28,1,41.4,Chris Johnson,ChrisJohnson29NYJ2014,1,96,29-32
566,Ryan Mathews\MathRy00,2016,29,1-12,PHI,NFL,13,8,155,661,4.26,8,50.8,Ryan Mathews,RyanMathews29PHI2016,1,22,29-32
567,LeSean McCoy\McCoLe01,2009,21,2-53,PHI,NFL,16,4,155,637,4.11,4,39.8,LeSean McCoy,LeSeanMcCoy21PHI2009,2,130,< 24
568,Darren McFadden\McFaDa00,2014,27,1-4,OAK,NFL,16,12,155,534,3.45,2,33.4,Darren McFadden,DarrenMcFadden27OAK2014,1,118,25-28
569,Mewelde Moore\MoorMe00,2005,23,4-119,MIN,NFL,16,8,155,662,4.27,1,41.4,Mewelde Moore,MeweldeMoore23MIN2005,4,21,< 24
570,DeAngelo Williams\WillDe02,2011,28,1-27,CAR,NFL,16,14,155,836,5.39,7,52.3,DeAngelo Williams,DeAngeloWilliams28CAR2011,1,106,25-28
571,Giovani Bernard\BernGi00,2015,24,2-37,CIN,NFL,16,1,154,730,4.74,2,45.6,Giovani Bernard,GiovaniBernard24CIN2015,2,115,< 24
572,Javorius Allen\AlleJa01,2017,26,4-125,BAL,NFL,16,0,153,591,3.86,4,36.9,Javorius Allen,JavoriusAllen26BAL2017,4,25,25-28
573,LeGarrette Blount\BlouLe00,2013,27,NA,NWE,NFL,16,7,153,772,5.05,7,48.3,LeGarrette Blount,LeGarretteBlount27NWE2013,Undrafted,Undrafted,25-28
574,Tim Hightower\HighTi00,2010,24,5-149,ARI,NFL,16,13,153,736,4.81,5,46,Tim Hightower,TimHightower24ARI2010,5,44,< 24
575,Kevin Jones\JoneKe02,2007,25,1-30,DET,NFL,13,10,153,581,3.8,8,44.7,Kevin Jones,KevinJones25DET2007,1,109,25-28
576,Thomas Jones\JoneTh00,2011,33,1-7,KAN,NFL,16,8,153,478,3.12,0,29.9,Thomas Jones,ThomasJones33KAN2011,1,145,32+
577,Jamaal Williams\WillJa06,2017,22,4-134,GNB,NFL,16,7,153,556,3.63,4,34.8,Jamaal Williams,JamaalWilliams22GNB2017,4,32,< 24
578,C.J. Anderson\AndeC.00,2015,24,NA,DEN,NFL,15,6,152,720,4.74,5,48,C.J. Anderson,C.J.Anderson24DEN2015,Undrafted,Undrafted,< 24
579,Brandon Jacobs\JacoBr00,2011,29,4-110,NYG,NFL,14,6,152,571,3.76,7,40.8,Brandon Jacobs,BrandonJacobs29NYG2011,4,14,29-32
580,Bernard Pierce\PierBe00,2013,22,3-84,BAL,NFL,16,1,152,436,2.87,2,27.3,Bernard Pierce,BernardPierce22BAL2013,3,157,< 24
581,Dominic Rhodes\RhodDo00,2008,29,NA,IND,NFL,15,4,152,538,3.54,6,35.9,Dominic Rhodes,DominicRhodes29IND2008,Undrafted,Undrafted,29-32
582,Bishop Sankey\SankBi00,2014,22,2-54,TEN,NFL,16,9,152,569,3.74,2,35.6,Bishop Sankey,BishopSankey22TEN2014,2,131,< 24
583,Jason Brookins\BrooJa01,2001,25,NA,BAL,NFL,12,3,151,551,3.65,5,45.9,Jason Brookins,JasonBrookins25BAL2001,Undrafted,Undrafted,25-28
584,Ron Dayne\DaynRo00,2006,28,1-11,HOU,NFL,11,6,151,612,4.05,5,55.6,Ron Dayne,RonDayne28HOU2006,1,13,25-28
585,Justin Forsett\ForsJu00,2015,30,7-233,BAL,NFL,10,10,151,641,4.25,2,64.1,Justin Forsett,JustinForsett30BAL2015,7,92,29-32
586,Roy Helu\HeluRo00,2011,23,4-105,WAS,NFL,15,5,151,640,4.24,2,42.7,Roy Helu,RoyHelu23WAS2011,4,8,< 24
587,Edgerrin James\JameEd00,2001,23,1-4,IND,NFL,6,6,151,662,4.38,3,110.3,Edgerrin James,EdgerrinJames23IND2001,1,118,< 24
588,Greg Jones\JoneGr01,2005,24,2-55,JAX,NFL,14,13,151,575,3.81,4,41.1,Greg Jones,GregJones24JAX2005,2,132,< 24
589,Adrian Peterson\PeteAd00,2007,28,6-199,CHI,NFL,16,5,151,510,3.38,3,31.9,Adrian Peterson,AdrianPeterson28CHI2007,6,78,25-28
590,Leon Washington\WashLe00,2006,24,4-117,NYJ,NFL,16,8,151,650,4.3,4,40.6,Leon Washington,LeonWashington24NYJ2006,4,19,< 24
591,Jerick McKinnon\McKiJe00,2017,25,3-96,MIN,NFL,16,1,150,570,3.8,3,35.6,Jerick McKinnon,JerickMcKinnon25MIN2017,3,167,25-28
592,Bobby Rainey\RainBo00,2013,26,NA,2TM,NFL,15,6,150,566,3.77,5,37.7,Bobby Rainey,BobbyRainey262TM2013,Undrafted,Undrafted,25-28
593,Jackie Battle\BattJa00,2011,28,NA,KAN,NFL,15,4,149,597,4.01,2,39.8,Jackie Battle,JackieBattle28KAN2011,Undrafted,Undrafted,25-28
594,Isaiah Crowell\CrowIs00,2014,21,NA,CLE,NFL,16,4,148,607,4.1,8,37.9,Isaiah Crowell,IsaiahCrowell21CLE2014,Undrafted,Undrafted,< 24
595,Jeremy Langford\LangJe00,2015,24,4-106,CHI,NFL,16,2,148,537,3.63,6,33.6,Jeremy Langford,JeremyLangford24CHI2015,4,9,< 24
596,Christine Michael\MichCh00,2016,26,2-62,2TM,NFL,15,7,148,583,3.94,7,38.9,Christine Michael,ChristineMichael262TM2016,2,139,25-28
597,James Starks\StarJa00,2015,29,6-193,GNB,NFL,16,4,148,601,4.06,2,37.6,James Starks,JamesStarks29GNB2015,6,75,29-32
598,Ronnie Brown\BrowRo05,2009,28,1-2,MIA,NFL,9,9,147,648,4.41,8,72,Ronnie Brown,RonnieBrown28MIA2009,1,79,25-28
599,Brandon Jacobs\JacoBr00,2010,28,4-110,NYG,NFL,16,5,147,823,5.6,9,51.4,Brandon Jacobs,BrandonJacobs28NYG2010,4,14,25-28
600,Thomas Rawls\RawlTh00,2015,22,NA,SEA,NFL,13,7,147,830,5.65,4,63.8,Thomas Rawls,ThomasRawls22SEA2015,Undrafted,Undrafted,< 24
601,Tony Richardson\RichTo00,2000,29,NA,KAN,NFL,16,16,147,697,4.74,3,43.6,Tony Richardson,TonyRichardson29KAN2000,Undrafted,Undrafted,29-32
602,Pierre Thomas\ThomPi00,2009,25,NA,NOR,NFL,14,6,147,793,5.39,6,56.6,Pierre Thomas,PierreThomas25NOR2009,Undrafted,Undrafted,25-28
603,Pierre Thomas\ThomPi00,2013,29,NA,NOR,NFL,16,9,147,549,3.73,2,34.3,Pierre Thomas,PierreThomas29NOR2013,Undrafted,Undrafted,29-32
604,Mike Alstott\AlstMi00,2002,29,2-35,TAM,NFL,16,9,146,548,3.75,5,34.3,Mike Alstott,MikeAlstott29TAM2002,2,113,29-32
605,Kevan Barlow\BarlKe00,2002,23,3-80,SFO,NFL,14,0,145,675,4.66,4,48.2,Kevan Barlow,KevanBarlow23SFO2002,3,154,< 24
606,Matt Jones\JoneMa04,2015,22,3-95,WAS,NFL,13,0,144,490,3.4,3,37.7,Matt Jones,MattJones22WAS2015,3,166,< 24
607,LaMont Jordan\JordLa00,2007,29,2-49,OAK,NFL,12,7,144,549,3.81,3,45.8,LaMont Jordan,LaMontJordan29OAK2007,2,126,29-32
608,Doug Martin\MartDo00,2016,27,1-31,TAM,NFL,8,8,144,421,2.92,3,52.6,Doug Martin,DougMartin27TAM2016,1,110,25-28
609,DeAngelo Williams\WillDe02,2007,24,1-27,CAR,NFL,16,0,144,717,4.98,4,44.8,DeAngelo Williams,DeAngeloWilliams24CAR2007,1,106,< 24
610,Ameer Abdullah\AbduAm00,2015,22,2-54,DET,NFL,16,9,143,597,4.17,2,37.3,Ameer Abdullah,AmeerAbdullah22DET2015,2,131,< 24
611,Antonio Andrews\AndrAn00,2015,23,NA,TEN,NFL,14,10,143,520,3.64,3,37.1,Antonio Andrews,AntonioAndrews23TEN2015,Undrafted,Undrafted,< 24
612,Samkon Gado\GadoSa00,2005,23,NA,GNB,NFL,8,5,143,582,4.07,6,72.8,Samkon Gado,SamkonGado23GNB2005,Undrafted,Undrafted,< 24
613,Tim Hightower\HighTi00,2008,22,5-149,ARI,NFL,16,7,143,399,2.79,10,24.9,Tim Hightower,TimHightower22ARI2008,5,44,< 24
614,Tim Hightower\HighTi00,2009,23,5-149,ARI,NFL,16,16,143,598,4.18,8,37.4,Tim Hightower,TimHightower23ARI2009,5,44,< 24
615,Jamal Lewis\LewiJa00,2009,30,1-5,CLE,NFL,9,8,143,500,3.5,0,55.6,Jamal Lewis,JamalLewis30CLE2009,1,127,29-32
616,James Stewart\StewJa00,2001,30,1-19,DET,NFL,11,10,143,685,4.79,1,62.3,James Stewart,JamesStewart30DET2001,1,71,29-32
617,Fred Taylor\TaylFr00,2008,32,1-9,JAX,NFL,13,13,143,556,3.89,1,42.8,Fred Taylor,FredTaylor32JAX2008,1,162,29-32
618,Trung Canidate\CaniTr00,2003,26,1-31,WAS,NFL,11,10,142,600,4.23,1,54.5,Trung Canidate,TrungCanidate26WAS2003,1,110,25-28
619,William Green\GreeWi01,2003,24,1-16,CLE,NFL,7,7,142,559,3.94,1,79.9,William Green,WilliamGreen24CLE2003,1,52,< 24
620,Jason Snelling\SnelJa00,2009,26,7-244,ATL,NFL,14,2,142,613,4.32,4,43.8,Jason Snelling,JasonSnelling26ATL2009,7,99,25-28
621,Jonathan Stewart\StewJo00,2011,24,1-13,CAR,NFL,16,3,142,761,5.36,4,47.6,Jonathan Stewart,JonathanStewart24CAR2011,1,29,< 24
622,Fred Jackson\JackFr02,2014,33,NA,BUF,NFL,14,9,141,525,3.72,2,37.5,Fred Jackson,FredJackson33BUF2014,Undrafted,Undrafted,32+
623,Mewelde Moore\MoorMe00,2008,26,4-119,PIT,NFL,16,4,140,588,4.2,5,36.8,Mewelde Moore,MeweldeMoore26PIT2008,4,21,25-28
624,Maurice Morris\MorrMa00,2007,28,2-54,SEA,NFL,14,6,140,628,4.49,4,44.9,Maurice Morris,MauriceMorris28SEA2007,2,131,25-28
625,Selvin Young\YounSe00,2007,24,NA,DEN,NFL,15,8,140,729,5.21,1,48.6,Selvin Young,SelvinYoung24DEN2007,Undrafted,Undrafted,< 24
626,Andre Brown\BrowAn03,2013,27,4-129,NYG,NFL,8,8,139,492,3.54,3,61.5,Andre Brown,AndreBrown27NYG2013,4,28,25-28
627,Marion Barber\BarbMa01,2005,22,4-109,DAL,NFL,13,2,138,538,3.9,5,41.4,Marion Barber,MarionBarber22DAL2005,4,12,< 24
628,Corey Dillon\DillCo00,2003,29,2-43,CIN,NFL,13,11,138,541,3.92,2,41.6,Corey Dillon,CoreyDillon29CIN2003,2,121,29-32
629,Thomas Jones\JoneTh00,2002,24,1-7,ARI,NFL,9,9,138,511,3.7,2,56.8,Thomas Jones,ThomasJones24ARI2002,1,145,< 24
630,Doug Martin\MartDo00,2017,28,1-31,TAM,NFL,11,8,138,406,2.94,3,36.9,Doug Martin,DougMartin28TAM2017,1,110,25-28
631,Willis McGahee\McGaWi00,2013,32,1-23,CLE,NFL,12,6,138,377,2.73,2,31.4,Willis McGahee,WillisMcGahee32CLE2013,1,90,29-32
632,Knowshon Moreno\MoreKn00,2012,25,1-12,DEN,NFL,8,6,138,525,3.8,4,65.6,Knowshon Moreno,KnowshonMoreno25DEN2012,1,22,25-28
633,Javorius Allen\AlleJa01,2015,24,4-125,BAL,NFL,16,6,137,514,3.75,1,32.1,Javorius Allen,JavoriusAllen24BAL2015,4,25,< 24
634,Priest Holmes\HolmPr00,2000,27,NA,BAL,NFL,16,2,137,588,4.29,2,36.8,Priest Holmes,PriestHolmes27BAL2000,Undrafted,Undrafted,25-28
635,Chris Ivory\IvorCh00,2010,22,NA,NOR,NFL,12,4,137,716,5.23,5,59.7,Chris Ivory,ChrisIvory22NOR2010,Undrafted,Undrafted,< 24
636,Thomas Jones\JoneTh00,2003,25,1-7,TAM,NFL,16,3,137,627,4.58,3,39.2,Thomas Jones,ThomasJones25TAM2003,1,145,25-28
637,Antowain Smith\SmitAn00,2004,32,1-23,TEN,NFL,13,4,137,509,3.72,4,39.2,Antowain Smith,AntowainSmith32TEN2004,1,90,29-32
638,James Allen\AlleJa00,2001,26,NA,CHI,NFL,16,7,135,469,3.47,1,29.3,James Allen,JamesAllen26CHI2001,Undrafted,Undrafted,25-28
639,Marion Barber\BarbMa01,2006,23,4-109,DAL,NFL,16,1,135,654,4.84,14,40.9,Marion Barber,MarionBarber23DAL2006,4,12,< 24
640,Alex Green\GreeAl00,2012,24,3-96,GNB,NFL,12,4,135,464,3.44,0,38.7,Alex Green,AlexGreen24GNB2012,3,167,< 24
641,Denard Robinson\RobiDe00,2014,24,5-135,JAX,NFL,13,9,135,582,4.31,4,44.8,Denard Robinson,DenardRobinson24JAX2014,5,33,< 24
642,Donald Brown\BrowDo00,2011,24,1-27,IND,NFL,16,2,134,645,4.81,5,40.3,Donald Brown,DonaldBrown24IND2011,1,106,< 24
643,Knile Davis\DaviKn00,2014,23,3-96,KAN,NFL,16,1,134,463,3.46,6,28.9,Knile Davis,KnileDavis23KAN2014,3,167,< 24
644,Ryan Grant\GranRy00,2011,29,NA,GNB,NFL,15,14,134,559,4.17,2,37.3,Ryan Grant,RyanGrant29GNB2011,Undrafted,Undrafted,29-32
645,Kareem Hunt\HuntKa00,2018,23,3-86,KAN,NFL,8,8,134,592,4.42,5,74,Kareem Hunt,KareemHunt23KAN2018,3,159,< 24
646,Steven Jackson\JackSt00,2004,21,1-24,STL,NFL,14,3,134,673,5.02,4,48.1,Steven Jackson,StevenJackson21STL2004,1,96,< 24
647,Doug Martin\MartDo00,2014,25,1-31,TAM,NFL,11,11,134,494,3.69,2,44.9,Doug Martin,DougMartin25TAM2014,1,110,25-28
648,Kenyan Drake\DrakKe00,2017,23,3-73,MIA,NFL,16,6,133,644,4.84,3,40.3,Kenyan Drake,KenyanDrake23MIA2017,3,147,< 24
649,Tim Hightower\HighTi00,2016,30,5-149,NOR,NFL,16,1,133,548,4.12,4,34.3,Tim Hightower,TimHightower30NOR2016,5,44,29-32
650,Edgerrin James\JameEd00,2008,30,1-4,ARI,NFL,13,7,133,514,3.86,3,39.5,Edgerrin James,EdgerrinJames30ARI2008,1,118,29-32
651,James Starks\StarJa00,2011,25,6-193,GNB,NFL,13,2,133,578,4.35,1,44.5,James Starks,JamesStarks25GNB2011,6,75,25-28
652,Ezekiel Elliott\ElliEz00,2018,23,1-4,DAL,NFL,7,7,132,619,4.69,3,88.4,Ezekiel Elliott,EzekielElliott23DAL2018,1,118,< 24
653,Eddie George\GeorEd00,2004,31,1-14,DAL,NFL,13,8,132,432,3.27,4,33.2,Eddie George,EddieGeorge31DAL2004,1,38,29-32
654,Earnest Graham\GrahEa00,2008,28,NA,TAM,NFL,10,10,132,563,4.27,4,56.3,Earnest Graham,EarnestGraham28TAM2008,Undrafted,Undrafted,25-28
655,Maurice Morris\MorrMa00,2008,29,2-54,SEA,NFL,13,6,132,574,4.35,0,44.2,Maurice Morris,MauriceMorris29SEA2008,2,131,29-32
656,Sammy Morris\MorrSa00,2004,27,5-156,MIA,NFL,13,8,132,523,3.96,6,40.2,Sammy Morris,SammyMorris27MIA2004,5,51,25-28
657,Amos Zereoue\ZereAm00,2003,27,3-95,PIT,NFL,16,6,132,433,3.28,2,27.1,Amos Zereoue,AmosZereoue27PIT2003,3,166,25-28
658,Mike Alstott\AlstMi00,2000,27,2-35,TAM,NFL,13,13,131,465,3.55,5,35.8,Mike Alstott,MikeAlstott27TAM2000,2,113,25-28
659,Kevan Barlow\BarlKe00,2006,27,3-80,NYJ,NFL,12,3,131,370,2.82,6,30.8,Kevan Barlow,KevanBarlow27NYJ2006,3,154,25-28
660,Bilal Powell\PoweBi00,2016,28,4-126,NYJ,NFL,16,4,131,722,5.51,3,45.1,Bilal Powell,BilalPowell28NYJ2016,4,26,25-28
661,Steve Slaton\SlatSt00,2009,23,3-89,HOU,NFL,11,10,131,437,3.34,3,39.7,Steve Slaton,SteveSlaton23HOU2009,3,161,< 24
